Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image URL,Variant Weight Unit,Variant Tax Code,Cost per item,Status,Collection
anode-book-15,Anode Book 15,"<p>A 15-inch notebook with a 2.8K display, six-speaker array, and 18-hour battery. 1.51 kg in a machined aluminium unibody.</p>",Anode Studio,,Computers,"laptop,notebook,portable,six-speaker",TRUE,Storage,256GB,,,,,ANODE-BOOK-15-256GB,shopify,0,deny,manual,1299.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-book-15.jpg,1,Anode Book 15,FALSE,,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-book-15.jpg,kg,,805.38,active,Desk
anode-book-15,Anode Book 15,"<p>A 15-inch notebook with a 2.8K display, six-speaker array, and 18-hour battery. 1.51 kg in a machined aluminium unibody.</p>",Anode Studio,,Computers,"laptop,notebook,portable,six-speaker",TRUE,Storage,512GB,,,,,ANODE-BOOK-15-512GB,shopify,22,deny,manual,1499.00,,TRUE,TRUE,,,,,FALSE,,,,kg,,929.38,active,Desk
anode-book-15,Anode Book 15,"<p>A 15-inch notebook with a 2.8K display, six-speaker array, and 18-hour battery. 1.51 kg in a machined aluminium unibody.</p>",Anode Studio,,Computers,"laptop,notebook,portable,six-speaker",TRUE,Storage,1TB,,,,,ANODE-BOOK-15-1TB,shopify,1,deny,manual,1799.00,,TRUE,TRUE,,,,,FALSE,,,,kg,,1115.38,active,Desk
anode-book-pro-14,Anode Book Pro 14,"<p>A 14-inch workstation notebook with a 120Hz mini-LED display, active cooling, and three USB-C ports. 1.55 kg.</p>",Anode Studio,,Computers,"laptop,workstation,pro,miniled",TRUE,Storage,512GB,,,,,ANODE-BOOK-PRO-14-512GB,shopify,6,deny,manual,1999.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-book-pro-14.jpg,1,Anode Book Pro 14,FALSE,,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-book-pro-14.jpg,kg,,1239.38,active,Desk
anode-book-pro-14,Anode Book Pro 14,"<p>A 14-inch workstation notebook with a 120Hz mini-LED display, active cooling, and three USB-C ports. 1.55 kg.</p>",Anode Studio,,Computers,"laptop,workstation,pro,miniled",TRUE,Storage,1TB,,,,,ANODE-BOOK-PRO-14-1TB,shopify,0,deny,manual,2299.00,,TRUE,TRUE,,,,,FALSE,,,,kg,,1425.38,active,Desk
anode-book-pro-14,Anode Book Pro 14,"<p>A 14-inch workstation notebook with a 120Hz mini-LED display, active cooling, and three USB-C ports. 1.55 kg.</p>",Anode Studio,,Computers,"laptop,workstation,pro,miniled",TRUE,Storage,2TB,,,,,ANODE-BOOK-PRO-14-2TB,shopify,4,deny,manual,2799.00,,TRUE,TRUE,,,,,FALSE,,,,kg,,1735.38,active,Desk
anode-book-pro-16,Anode Book Pro 16,"<p>A 16-inch workstation notebook with a 120Hz mini-LED display, active cooling, and up to 22 hours of video playback. Three USB-C ports and HDMI.</p>",Anode Studio,,Computers,"laptop,workstation,pro,miniled,bestseller",TRUE,Storage,512GB,,,,,ANODE-BOOK-PRO-16-512GB,shopify,5,deny,manual,2499.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-book-pro-16.jpg,1,Anode Book Pro 16,FALSE,,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-book-pro-16.jpg,kg,,1549.38,active,Desk
anode-book-pro-16,Anode Book Pro 16,"<p>A 16-inch workstation notebook with a 120Hz mini-LED display, active cooling, and up to 22 hours of video playback. Three USB-C ports and HDMI.</p>",Anode Studio,,Computers,"laptop,workstation,pro,miniled,bestseller",TRUE,Storage,1TB,,,,,ANODE-BOOK-PRO-16-1TB,shopify,0,deny,manual,2899.00,,TRUE,TRUE,,,,,FALSE,,,,kg,,1797.38,active,Desk
anode-book-pro-16,Anode Book Pro 16,"<p>A 16-inch workstation notebook with a 120Hz mini-LED display, active cooling, and up to 22 hours of video playback. Three USB-C ports and HDMI.</p>",Anode Studio,,Computers,"laptop,workstation,pro,miniled,bestseller",TRUE,Storage,2TB,,,,,ANODE-BOOK-PRO-16-2TB,shopify,9,deny,manual,3499.00,,TRUE,TRUE,,,,,FALSE,,,,kg,,2169.38,active,Desk
anode-mini,Anode Mini,"<p>A 1.2 kg desktop with the same silicon as the Anode Book, five USB ports, and 10 Gigabit Ethernet. Small enough to sit under a display stand.</p>",Anode Studio,,Computers,"desktop,mini,compact,10gbe",TRUE,Storage,512GB,,,,,ANODE-MINI-512GB,shopify,41,deny,manual,599.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-mini.jpg,1,Anode Mini,FALSE,,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-mini.jpg,kg,,371.38,active,Desk
anode-mini,Anode Mini,"<p>A 1.2 kg desktop with the same silicon as the Anode Book, five USB ports, and 10 Gigabit Ethernet. Small enough to sit under a display stand.</p>",Anode Studio,,Computers,"desktop,mini,compact,10gbe",TRUE,Storage,1TB,,,,,ANODE-MINI-1TB,shopify,4,deny,manual,799.00,,TRUE,TRUE,,,,,FALSE,,,,kg,,495.38,active,Desk
anode-mini,Anode Mini,"<p>A 1.2 kg desktop with the same silicon as the Anode Book, five USB ports, and 10 Gigabit Ethernet. Small enough to sit under a display stand.</p>",Anode Studio,,Computers,"desktop,mini,compact,10gbe",TRUE,Storage,2TB,,,,,ANODE-MINI-2TB,shopify,0,deny,manual,1099.00,,TRUE,TRUE,,,,,FALSE,,,,kg,,681.38,active,Desk
anode-studio,Anode Studio,"<p>A compact workstation desktop with a 3.7 kg aluminium chassis, six USB-C ports, and near-silent cooling under sustained load.</p>",Anode Studio,,Computers,"desktop,workstation,quiet,expandable",TRUE,Storage,1TB,,,,,ANODE-STUDIO-1TB,shopify,0,deny,manual,1999.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-studio.jpg,1,Anode Studio,FALSE,,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-studio.jpg,kg,,1239.38,active,Desk
anode-studio,Anode Studio,"<p>A compact workstation desktop with a 3.7 kg aluminium chassis, six USB-C ports, and near-silent cooling under sustained load.</p>",Anode Studio,,Computers,"desktop,workstation,quiet,expandable",TRUE,Storage,2TB,,,,,ANODE-STUDIO-2TB,shopify,3,deny,manual,2399.00,,TRUE,TRUE,,,,,FALSE,,,,kg,,1487.38,active,Desk
anode-studio,Anode Studio,"<p>A compact workstation desktop with a 3.7 kg aluminium chassis, six USB-C ports, and near-silent cooling under sustained load.</p>",Anode Studio,,Computers,"desktop,workstation,quiet,expandable",TRUE,Storage,4TB,,,,,ANODE-STUDIO-4TB,shopify,15,deny,manual,2999.00,,TRUE,TRUE,,,,,FALSE,,,,kg,,1859.38,active,Desk
anode-tower,Anode Tower,"<p>A workstation tower with 8 performance cores, 32 GB unified memory, and seven expansion slots. Built for sustained render and compile loads.</p>",Anode Studio,,Computers,"desktop,workstation,tower,expandable",TRUE,Storage,1TB,,,,,ANODE-TOWER-1TB,shopify,0,deny,manual,2999.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-tower.jpg,1,Anode Tower,FALSE,,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-tower.jpg,kg,,1859.38,active,Desk
anode-tower,Anode Tower,"<p>A workstation tower with 8 performance cores, 32 GB unified memory, and seven expansion slots. Built for sustained render and compile loads.</p>",Anode Studio,,Computers,"desktop,workstation,tower,expandable",TRUE,Storage,2TB,,,,,ANODE-TOWER-2TB,shopify,2,deny,manual,3599.00,,TRUE,TRUE,,,,,FALSE,,,,kg,,2231.38,active,Desk
anode-tower,Anode Tower,"<p>A workstation tower with 8 performance cores, 32 GB unified memory, and seven expansion slots. Built for sustained render and compile loads.</p>",Anode Studio,,Computers,"desktop,workstation,tower,expandable",TRUE,Storage,4TB,,,,,ANODE-TOWER-4TB,shopify,7,deny,manual,4299.00,,TRUE,TRUE,,,,,FALSE,,,,kg,,2665.38,active,Desk
anode-all-in-one-24,Anode All-in-One 24,"<p>A 24-inch all-in-one with a 4.5K display, six-speaker system, and a 1080p camera. 11.5 mm thin, in five finishes.</p>",Anode Studio,,Computers,"desktop,all-in-one,4.5k,display",TRUE,Storage,512GB,,,,,ANODE-ALL-IN-ONE-24-512GB,shopify,9,deny,manual,1299.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-all-in-one-24.jpg,1,Anode All-in-One 24,FALSE,,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-all-in-one-24.jpg,kg,,805.38,active,Desk
anode-all-in-one-24,Anode All-in-One 24,"<p>A 24-inch all-in-one with a 4.5K display, six-speaker system, and a 1080p camera. 11.5 mm thin, in five finishes.</p>",Anode Studio,,Computers,"desktop,all-in-one,4.5k,display",TRUE,Storage,1TB,,,,,ANODE-ALL-IN-ONE-24-1TB,shopify,1,deny,manual,1499.00,,TRUE,TRUE,,,,,FALSE,,,,kg,,929.38,active,Desk
anode-all-in-one-24,Anode All-in-One 24,"<p>A 24-inch all-in-one with a 4.5K display, six-speaker system, and a 1080p camera. 11.5 mm thin, in five finishes.</p>",Anode Studio,,Computers,"desktop,all-in-one,4.5k,display",TRUE,Storage,2TB,,,,,ANODE-ALL-IN-ONE-24-2TB,shopify,0,deny,manual,1899.00,,TRUE,TRUE,,,,,FALSE,,,,kg,,1177.38,active,Desk
